order_id,order_date,customer_id,product_id,quantity,discount_percent
1977,2023-10-28,440,88,5,20
1978,2023-10-14,792,85,2,30
1979,2023-07-17,1132,109,5,10
1980,2023-09-21,33,43,4,15
1981,2023-02-25,1047,4,1,10
1982,2022-02-15,845,71,2,0
1983,2023-08-23,566,60,3,5
1984,2022-09-26,49,12,2,0
1985,2023-08-24,462,59,2,40
1986,2023-01-16,590,77,3,0
1987,2022-04-28,336,54,5,10
1988,2023-07-20,1146,44,2,5
1989,2022-04-26,359,16,2,15
1990,2023-09-22,346,6,1,0
1991,2022-09-17,193,14,1,15
1992,2022-03-16,756,115,4,0
1993,2023-04-25,1170,112,3,20
1994,2022-11-01,478,58,5,20
1995,2022-01-07,828,31,5,15
1996,2023-01-01,890,100,4,0
1997,2023-09-26,653,101,5,0
1998,2023-06-07,408,41,5,20
1999,2022-12-14,286,120,1,0
2000,2023-03-14,851,35,5,0
2001,2022-08-03,111,118,5,10
2002,2023-03-05,620,10,4,5
2003,2023-05-13,793,81,4,0
2004,2023-06-24,50,115,2,10
2005,2023-01-02,1038,106,5,5
2006,2022-11-09,1158,30,5,0
2007,2023-06-22,588,44,5,10
2008,2022-02-23,596,55,1,5
2009,2023-06-25,670,71,5,15
2010,2023-04-12,314,18,1,0
2011,2022-06-13,606,83,2,10
2012,2022-11-30,297,79,3,5
2013,2023-07-01,569,103,5,5
2014,2022-12-14,1188,108,4,0
2015,2022-09-30,832,86,4,0
2016,2023-02-18,610,39,5,20
2017,2023-05-15,16,42,1,5
2018,2022-04-03,1102,120,4,15
2019,2023-11-16,72,54,4,30
2020,2022-03-20,270,30,2,10
2021,2023-09-14,287,20,2,5
2022,2022-08-05,66,96,2,5
2023,2022-12-24,880,42,4,30
2024,2023-09-10,68,89,4,15
2025,2023-05-22,1079,87,5,15
2026,2023-07-13,980,5,5,5
2027,2022-06-30,974,50,1,20
2028,2023-07-30,1192,41,4,15
2029,2022-09-03,508,94,5,5
2030,2022-09-01,837,112,5,10
2031,2023-05-21,1126,39,2,5
2032,2023-02-26,886,57,2,0
2033,2022-11-16,794,91,2,20
2034,2022-03-28,422,57,3,0
2035,2022-08-05,775,106,5,10
2036,2023-05-05,478,37,2,5
2037,2023-06-03,926,7,2,5
2038,2022-10-05,120,5,4,10
2039,2022-06-18,488,79,2,40
2040,2022-11-26,1185,51,4,5
2041,2023-10-12,78,106,1,0
2042,2023-03-17,1062,8,2,10
2043,2023-01-26,441,56,4,0
2044,2023-05-11,462,73,2,0
2045,2023-01-16,612,11,1,0
2046,2022-11-02,917,22,2,0
2047,2023-11-04,1116,98,4,5
2048,2023-05-28,609,99,1,5
2049,2022-07-07,6,77,1,0
2050,2023-05-31,681,11,1,15
2051,2023-10-06,895,60,3,0
2052,2023-03-03,271,96,4,30
2053,2023-05-17,811,106,3,10
2054,2022-09-17,559,15,1,0
2055,2023-05-28,99,38,3,30
2056,2022-03-12,526,1,2,5
2057,2023-04-23,194,46,3,5
2058,2022-06-27,1181,114,5,5
2059,2023-04-02,1139,88,1,15
2060,2022-07-08,396,43,1,10
2061,2022-10-18,770,104,4,0
2062,2023-06-04,1024,22,2,0
2063,2022-10-19,880,3,4,15
2064,2023-09-27,745,14,3,0
2065,2022-10-10,683,2,5,0
2066,2023-06-28,15,61,5,10
2067,2023-01-12,368,32,5,20
2068,2023-10-20,638,112,5,5
2069,2022-06-05,853,38,2,5
2070,2023-05-23,700,97,3,20
2071,2023-02-17,5,46,5,0
2072,2023-06-12,231,42,1,10
2073,2022-12-21,1173,6,3,30
2074,2023-07-13,1012,41,2,20
2075,2022-07-06,586,103,5,0
2076,2022-01-31,169,25,2,5
2077,2022-09-17,761,98,5,0
2078,2023-02-25,792,11,1,30
2079,2023-06-13,1000,110,3,40
2080,2023-07-05,152,101,1,0
2081,2022-10-31,1016,41,5,15
2082,2022-02-08,224,71,4,20
2083,2023-05-04,504,57,3,0
2084,2023-10-06,44,46,2,0
2085,2023-06-26,697,112,5,0
2086,2023-11-01,504,86,1,5
2087,2022-10-05,930,48,4,20
2088,2022-07-22,843,63,5,30
2089,2022-03-07,351,39,2,0
2090,2022-04-18,23,10,1,0
2091,2022-09-25,598,85,3,5
2092,2022-08-10,1067,70,4,15
2093,2023-06-14,466,113,5,10
2094,2022-03-31,40,65,5,10
2095,2023-11-24,303,98,5,10
2096,2022-09-12,175,59,5,0
2097,2023-03-31,999,78,1,10
2098,2022-09-10,621,36,3,40
2099,2022-09-14,244,27,2,0
2100,2023-01-18,836,73,4,10
2101,2023-03-18,280,55,5,5
2102,2023-08-22,1060,70,5,10
2103,2022-03-31,557,95,3,10
2104,2023-01-25,898,81,3,10
2105,2023-08-05,1178,53,1,20
2106,2022-02-13,1047,107,1,5
2107,2023-10-26,719,60,1,10
2108,2023-08-21,932,61,4,0
2109,2022-01-19,91,36,1,15
2110,2022-04-11,390,85,5,5
2111,2023-08-30,550,27,1,20
2112,2022-12-23,931,41,4,5
2113,2023-06-26,1062,28,1,0
2114,2022-02-02,733,16,1,0
2115,2022-08-17,500,35,5,40
2116,2023-06-08,1067,36,5,5
2117,2023-09-22,871,56,5,0
2118,2022-06-04,517,99,1,0
2119,2023-02-27,68,109,5,5
2120,2022-09-03,123,19,3,0
2121,2023-02-09,336,57,2,10
2122,2023-06-25,1177,85,2,0
2123,2022-06-10,974,33,5,10
2124,2022-04-27,779,23,4,0
2125,2022-09-28,1186,119,5,5
2126,2023-11-23,423,63,5,10
2127,2023-05-02,939,70,1,0
2128,2022-06-21,804,96,4,5
2129,2022-10-01,634,22,5,5
2130,2022-09-16,1083,67,3,0
2131,2022-05-15,96,99,2,10
2132,2023-11-14,354,80,3,10
2133,2023-02-26,1160,106,3,10
2134,2023-02-25,967,59,3,0
2135,2022-07-05,923,25,4,5
2136,2022-12-30,473,17,4,0
2137,2023-08-30,430,39,4,10
2138,2023-01-13,975,77,2,10
2139,2023-06-07,537,92,1,5
2140,2023-08-03,1170,75,5,15
2141,2022-07-15,87,74,5,0
2142,2022-04-08,109,39,1,40
2143,2023-08-28,994,24,5,0
2144,2022-01-22,822,38,3,15
2145,2023-03-26,937,88,2,5
2146,2022-06-21,1005,97,5,20
2147,2023-01-18,649,81,2,0
2148,2022-05-14,191,57,1,5
2149,2023-03-02,933,44,5,5
2150,2022-01-25,142,36,2,40
2151,2023-05-18,1097,99,3,40
2152,2022-07-04,840,70,3,0
2153,2022-03-26,1191,80,1,10
2154,2023-07-21,168,45,4,10
2155,2022-05-24,566,92,5,0
2156,2023-11-10,1135,105,3,0
2157,2023-02-16,744,96,3,40
2158,2022-08-12,673,26,1,10
2159,2022-08-08,864,11,3,0
2160,2022-06-28,839,52,5,0
2161,2023-09-23,531,25,1,5
2162,2023-03-09,974,31,2,10
2163,2022-09-22,562,85,1,5
2164,2023-03-05,175,45,5,10
2165,2023-10-24,302,119,5,0
2166,2023-02-20,185,115,2,5
2167,2023-03-29,510,67,1,0
2168,2022-07-16,819,76,5,20
2169,2023-07-08,1105,115,5,0
2170,2022-02-22,156,40,2,15
2171,2023-04-25,787,46,4,5
2172,2023-03-19,795,54,1,10
2173,2022-11-26,432,41,5,5
2174,2022-09-08,761,89,3,15
2175,2022-05-03,147,120,2,20
2176,2023-01-22,481,81,4,5
2177,2022-12-05,435,38,4,0
2178,2022-12-14,69,100,2,15
2179,2022-01-29,875,36,4,0
2180,2022-02-04,186,83,5,10
2181,2023-06-02,904,44,4,0
2182,2023-01-31,682,57,1,10
2183,2023-09-15,204,66,3,10
2184,2022-10-21,554,81,5,0
2185,2023-08-12,13,30,2,10
2186,2022-12-15,666,111,3,5
2187,2022-05-27,51,10,5,0
2188,2022-03-08,500,99,3,5
2189,2023-06-04,369,61,4,10
2190,2022-05-02,724,63,2,0
2191,2022-12-06,357,116,2,30
2192,2022-06-24,1027,36,1,15
2193,2023-11-22,847,54,4,0
2194,2023-08-20,256,97,1,20
2195,2023-03-27,1174,65,1,5
2196,2023-07-11,279,82,4,10
2197,2022-05-16,1083,4,5,5
2198,2022-01-16,446,55,1,15
2199,2022-11-29,113,54,3,15
2200,2022-07-14,836,111,5,10
2201,2023-05-11,755,91,4,0
2202,2022-01-09,367,89,2,5
2203,2022-11-30,1084,64,5,5
2204,2022-11-29,329,119,1,0
2205,2022-11-23,728,92,3,5
2206,2022-01-15,1006,117,4,15
2207,2023-09-06,720,22,2,20
2208,2022-08-14,1087,106,3,5
2209,2023-03-01,184,25,2,0
2210,2023-02-12,1023,81,4,20
2211,2022-04-23,311,59,5,20
2212,2023-03-04,177,57,1,5
2213,2022-01-01,1097,54,4,0
2214,2022-09-23,847,44,3,15
2215,2023-05-06,1191,52,5,15
2216,2022-07-27,9,76,2,0
2217,2023-09-14,236,16,5,10
2218,2023-01-04,710,101,5,10
2219,2022-11-02,924,16,3,5
2220,2022-01-12,685,81,1,15
2221,2022-12-11,794,55,5,5
2222,2023-04-10,1052,61,5,15
2223,2023-12-01,808,95,1,10
2224,2023-10-28,27,79,1,0
2225,2023-05-09,550,77,2,10
2226,2023-01-03,85,40,2,15
2227,2023-02-24,1054,91,1,40
2228,2022-06-20,466,21,4,5
2229,2022-05-14,1123,66,1,0
2230,2023-03-03,12,8,2,40
2231,2022-01-25,1013,106,3,10
2232,2023-06-14,1054,71,3,30
2233,2022-07-09,1062,10,5,0
2234,2022-05-21,572,57,3,5
2235,2023-07-09,914,4,2,0
2236,2023-10-20,180,43,3,20
2237,2022-11-11,797,105,4,20
2238,2023-03-20,1136,100,1,10
2239,2022-11-15,1045,99,1,0
2240,2023-03-17,1169,63,2,0
2241,2022-04-02,1170,43,5,10
2242,2022-06-28,441,67,1,10
2243,2022-02-25,887,82,3,15
2244,2022-06-04,421,51,4,5
2245,2023-11-03,1190,110,5,5
2246,2022-04-21,468,56,5,0
2247,2022-05-17,713,43,5,10
2248,2022-08-20,385,24,1,5
2249,2023-04-13,314,96,5,30
2250,2023-04-26,771,34,2,10
2251,2022-03-09,959,59,3,5
2252,2022-09-06,917,2,4,5
2253,2022-11-19,23,2,3,30
2254,2023-06-02,339,10,2,0
2255,2023-03-08,823,23,2,5
2256,2023-05-02,366,15,3,30
2257,2023-08-29,915,118,1,15
2258,2023-03-05,475,76,2,10
2259,2022-09-26,27,107,5,0
2260,2023-06-21,942,17,4,20
2261,2022-05-28,802,82,4,0
2262,2022-04-28,801,14,2,0
2263,2023-01-02,860,81,5,0
2264,2022-03-07,864,79,3,0
2265,2023-01-05,690,76,4,30
2266,2022-06-24,1172,16,5,10
2267,2023-08-11,739,32,5,10
2268,2023-05-10,415,23,1,30
2269,2022-04-24,982,102,2,0
2270,2022-04-21,429,34,5,0
2271,2023-03-15,41,98,3,10
2272,2022-05-27,905,16,4,10
2273,2022-02-04,1012,34,1,10
2274,2022-11-05,703,104,3,0
2275,2023-06-22,79,71,4,10
2276,2022-01-14,717,33,2,5
2277,2023-01-09,544,68,3,5
2278,2023-07-11,474,43,4,0
2279,2023-03-04,1166,64,1,5
2280,2022-08-21,294,116,4,5
2281,2023-07-17,610,71,5,5
2282,2023-10-25,136,18,1,40
2283,2023-03-16,484,68,3,30
2284,2023-05-17,814,113,2,10
2285,2022-10-02,555,61,1,40
2286,2022-03-17,46,75,1,40
2287,2023-03-15,1072,107,1,5
2288,2023-11-30,198,20,4,5
2289,2022-10-16,84,11,5,30
2290,2023-06-24,543,79,2,10
2291,2023-11-23,1185,46,2,0
2292,2022-09-10,71,64,5,15
2293,2022-05-06,520,81,4,0
2294,2022-06-26,898,98,4,5
2295,2022-02-06,913,114,5,0
2296,2023-02-14,1076,112,5,0
2297,2023-09-03,1069,76,3,0
2298,2023-09-02,293,106,4,20
2299,2022-05-07,938,28,1,5
2300,2023-04-28,812,48,2,0
2301,2022-06-17,867,35,4,0
2302,2023-08-15,380,8,5,10
2303,2022-10-21,1007,91,1,40
2304,2023-09-30,262,22,3,0
2305,2022-12-09,580,118,3,0
2306,2022-11-06,357,24,1,5
2307,2023-10-24,698,66,1,10
2308,2023-06-12,1037,95,5,5
2309,2023-06-24,443,86,5,5
2310,2023-02-23,726,64,2,5
2311,2023-03-20,286,65,2,5
2312,2023-11-16,570,14,3,30
2313,2023-07-12,840,25,1,0
2314,2022-08-24,498,100,3,0
2315,2023-03-15,705,100,5,20
2316,2022-08-02,562,105,4,20
2317,2022-03-26,32,3,5,0
2318,2022-03-26,43,5,4,40
2319,2023-05-04,559,65,1,15
2320,2022-03-06,270,54,1,5
2321,2023-10-08,943,19,1,10
2322,2023-10-25,1043,97,2,5
2323,2023-09-19,37,106,2,0
2324,2022-03-05,92,54,4,5
2325,2022-12-09,185,94,3,10
2326,2022-12-18,728,76,3,20
2327,2022-06-07,1052,10,4,5
2328,2023-08-12,372,98,2,5
2329,2023-05-06,832,16,5,10
2330,2023-10-20,345,104,4,10
2331,2023-04-08,78,46,3,15
2332,2022-08-13,167,29,4,5
2333,2022-11-09,1114,15,4,10
2334,2023-09-07,264,48,1,5
2335,2023-04-11,724,11,2,15
2336,2022-03-29,512,108,1,0
2337,2022-10-30,576,34,2,5
2338,2023-11-11,722,36,4,5
2339,2023-03-11,1198,30,2,20
2340,2023-11-13,431,99,3,10
2341,2022-05-15,768,73,1,30
2342,2022-02-19,463,82,4,0
2343,2023-03-08,101,19,3,10
2344,2022-12-06,1040,103,2,5
2345,2022-12-13,244,68,2,10
2346,2023-10-08,105,70,3,20
2347,2022-12-13,694,115,2,20
2348,2023-10-11,1193,33,1,15
2349,2022-09-02,1071,96,5,10
2350,2022-04-19,1067,80,2,30
2351,2023-06-17,818,75,4,5
2352,2022-03-31,221,22,2,20
2353,2022-10-23,144,36,4,30
2354,2022-04-22,890,114,2,10
2355,2023-08-12,1052,23,2,15
2356,2022-06-26,790,63,4,5
2357,2022-12-09,553,26,1,0
2358,2023-10-22,844,60,5,10
2359,2022-04-11,659,95,5,0
2360,2023-09-21,837,93,1,10
2361,2023-08-27,1019,5,2,20
2362,2023-02-05,1191,54,5,0
2363,2022-01-28,751,38,1,0
2364,2023-06-21,249,62,1,10
2365,2022-02-27,775,25,5,5
2366,2023-05-13,764,98,4,5
2367,2022-10-24,1135,12,3,5
2368,2022-05-14,692,22,4,0
2369,2022-11-27,820,9,2,0
2370,2022-09-06,719,84,4,20
2371,2023-07-04,234,29,3,0
2372,2022-03-16,24,44,3,5
2373,2023-10-16,1050,93,1,40
2374,2022-06-17,1006,109,2,20
2375,2023-05-18,522,27,1,0
2376,2022-12-21,17,118,4,10
2377,2022-08-13,245,55,4,15
2378,2023-10-26,718,81,5,15
2379,2023-06-15,770,5,1,15
2380,2022-05-26,717,52,1,10
2381,2022-08-29,118,109,1,0
2382,2022-12-10,9,13,1,10
2383,2022-02-04,598,42,3,10
2384,2022-01-01,23,15,5,10
2385,2022-06-02,240,79,2,0
2386,2023-03-05,27,18,2,0
2387,2023-05-23,984,50,2,30
2388,2022-05-06,1105,2,3,0
2389,2023-05-06,199,87,5,5
2390,2023-04-27,775,107,5,15
2391,2022-12-11,92,13,3,5
2392,2022-08-09,851,107,1,0
2393,2022-01-25,1108,68,4,10
2394,2023-06-12,300,47,1,10
2395,2022-07-01,296,118,2,10
2396,2023-05-14,647,119,1,30
2397,2023-10-03,1001,89,3,5
2398,2022-02-11,1083,75,2,15
2399,2023-04-26,909,50,4,0
2400,2023-03-15,871,112,2,5
2401,2023-02-06,753,106,1,15
2402,2023-06-30,342,12,5,0
2403,2022-12-11,62,13,5,10
2404,2022-02-14,776,9,5,0
2405,2023-10-08,625,59,2,0
2406,2022-01-21,256,117,5,10
2407,2023-09-26,828,45,3,15
2408,2022-03-11,1014,102,4,0
2409,2022-02-17,615,70,5,30
2410,2023-05-06,245,107,3,0
2411,2023-07-05,757,115,3,0
2412,2022-10-14,824,43,2,0
2413,2022-01-10,780,74,2,0
2414,2023-06-26,732,23,4,0
2415,2022-10-01,878,79,4,15
2416,2023-08-23,516,45,1,10
2417,2023-01-16,474,23,4,5
2418,2022-11-25,36,104,2,30
2419,2023-04-24,1041,101,3,5
2420,2022-01-15,830,34,1,0
2421,2023-05-31,1072,16,4,5
2422,2022-07-10,1086,63,3,0
2423,2022-06-17,1093,109,2,10
2424,2023-06-05,366,51,5,5
2425,2023-09-13,1186,105,1,10
2426,2022-05-17,945,111,3,15
2427,2022-06-03,976,32,2,15
2428,2023-01-23,431,38,2,15
2429,2022-07-28,859,104,1,0
2430,2022-09-29,230,56,1,0
2431,2022-05-23,370,110,4,10
2432,2023-09-03,178,69,4,0
2433,2022-03-10,568,17,1,0
2434,2022-09-04,793,86,1,10
2435,2022-09-18,900,39,3,5
2436,2022-03-20,975,41,4,15
2437,2023-10-20,82,48,2,5
2438,2023-09-15,846,82,4,40
2439,2023-08-28,762,28,4,15
2440,2023-06-09,618,77,1,0
2441,2023-09-13,1098,50,1,10
2442,2022-11-26,1034,106,4,10
2443,2022-07-08,216,1,5,15
2444,2022-04-05,290,117,5,10
2445,2023-09-09,445,50,4,10
2446,2022-01-08,923,19,5,5
2447,2022-03-08,552,98,4,5
2448,2023-05-11,193,59,1,30
2449,2022-07-10,289,68,1,5
2450,2023-01-01,583,107,1,0
2451,2023-06-05,1168,67,2,0
2452,2022-04-27,857,41,1,20
2453,2022-09-24,781,10,1,10
2454,2023-09-03,896,28,4,15
2455,2023-04-30,920,34,5,20
2456,2023-05-24,564,39,5,20
2457,2022-10-25,13,111,1,10
2458,2022-06-13,987,83,1,0
2459,2023-01-11,340,106,1,0
2460,2023-10-15,865,56,4,10
2461,2022-09-25,312,52,4,5
2462,2023-07-03,733,110,4,10
2463,2022-03-15,1128,100,5,10
2464,2023-05-23,339,107,2,10
2465,2022-03-14,300,3,5,0
2466,2022-11-04,359,23,4,0
2467,2022-07-18,169,17,3,15
2468,2022-05-10,1173,71,2,0
2469,2023-07-26,761,26,1,15
2470,2023-09-07,768,107,5,10
2471,2023-05-02,982,18,2,40
2472,2022-05-31,42,110,3,20
2473,2023-10-31,202,46,2,5
2474,2022-07-25,970,70,5,10
2475,2022-06-28,464,31,4,0
2476,2022-07-16,449,93,1,5
2477,2022-03-30,913,9,4,15
2478,2023-03-10,798,118,4,10
2479,2022-07-02,794,35,5,10
2480,2022-07-28,437,81,4,0
2481,2023-05-08,531,60,4,20
2482,2022-05-10,565,76,5,5
2483,2023-10-27,872,63,5,20
2484,2022-01-13,213,100,3,10
2485,2023-09-26,949,52,4,5
2486,2022-04-16,1128,48,2,0
2487,2023-01-10,192,61,1,0
2488,2023-08-05,1105,24,1,20
2489,2023-11-29,705,74,5,20
2490,2022-04-09,549,58,5,10
2491,2023-08-17,154,64,3,10
2492,2023-08-10,571,30,4,10
2493,2022-07-11,240,29,5,10
2494,2022-11-21,374,103,5,10
2495,2023-04-12,805,10,1,5
2496,2023-01-02,799,39,4,20
2497,2022-11-14,611,55,3,15
2498,2022-05-24,688,28,5,5
2499,2023-01-19,774,18,5,20
2500,2022-08-04,143,41,5,10
2501,2022-12-27,272,118,1,0
2502,2022-11-20,426,114,5,0
2503,2022-01-15,46,81,5,15
2504,2022-08-05,95,75,1,20
2505,2023-05-07,64,65,5,20
2506,2023-07-01,413,81,4,15
2507,2022-07-02,1033,100,4,0
2508,2022-09-27,459,100,1,0
2509,2023-04-12,470,46,4,5
2510,2023-09-04,810,60,3,20
2511,2023-06-03,506,9,5,30
2512,2023-06-26,1097,45,3,0
2513,2023-04-12,84,60,4,15
2514,2022-11-01,59,28,1,10
2515,2022-05-24,1045,112,1,0
2516,2022-04-21,918,97,3,10
2517,2022-08-20,157,3,4,20
2518,2023-11-22,576,51,5,5
2519,2023-08-07,837,8,4,20
2520,2023-08-15,680,114,4,0
2521,2023-05-15,203,70,1,0
2522,2023-08-18,1130,59,2,0
2523,2023-07-08,1146,116,5,20
2524,2022-09-30,318,61,5,5
2525,2022-06-22,406,58,1,15
2526,2022-01-07,986,70,4,10
2527,2022-06-04,949,93,1,10
2528,2023-06-06,1094,101,4,20
2529,2023-06-30,1184,12,2,5
2530,2023-07-02,1162,9,2,20
2531,2023-06-02,495,105,3,0
2532,2022-08-03,679,49,4,10
2533,2022-05-14,835,83,1,15
2534,2022-10-12,194,17,1,20
2535,2022-05-06,308,54,1,0
2536,2023-03-15,506,112,3,10
2537,2023-11-17,281,44,5,5
2538,2022-06-01,675,32,1,5
2539,2022-11-27,933,35,2,0
2540,2023-06-22,715,78,1,0
2541,2023-01-18,608,49,1,20
2542,2022-04-25,483,54,1,15
2543,2023-04-27,117,16,5,5
2544,2022-10-11,968,85,1,20
2545,2022-03-16,192,12,5,0
2546,2022-06-15,788,88,5,10
2547,2022-07-08,618,98,3,20
2548,2022-03-19,516,8,2,20
2549,2023-08-25,307,108,1,5
2550,2023-11-19,532,21,1,15
2551,2022-01-21,122,48,1,5
2552,2023-07-20,649,8,5,20
2553,2022-07-03,592,28,4,10
2554,2022-08-10,1178,80,2,15
2555,2022-11-24,870,10,1,0
2556,2022-06-28,1193,52,4,10
2557,2022-04-22,59,15,4,10
2558,2022-02-28,301,4,4,10
2559,2022-11-23,553,90,2,15
2560,2023-09-13,1141,79,4,30
2561,2023-10-31,1151,100,1,15
2562,2022-07-10,399,96,1,0
2563,2022-07-19,515,62,3,20
2564,2022-11-08,805,107,5,0
2565,2022-02-04,498,102,4,10
2566,2023-01-14,942,4,5,20
2567,2023-01-22,528,41,5,0
2568,2022-08-25,398,73,5,20
2569,2023-09-08,436,99,5,15
2570,2023-06-03,840,55,5,10
2571,2022-10-10,360,28,1,5
2572,2022-01-01,1153,101,2,5
2573,2023-04-09,864,47,4,30
2574,2022-08-18,634,9,4,0
2575,2022-06-21,214,2,1,10
2576,2022-03-28,916,67,1,0
2577,2023-07-07,592,117,5,0
2578,2022-05-03,135,108,2,15
2579,2022-10-25,754,48,4,5
2580,2023-11-21,386,69,3,40
2581,2023-07-29,389,74,1,10
2582,2023-04-29,744,28,3,10
2583,2022-06-14,704,79,4,0
2584,2023-11-30,925,14,1,30
2585,2023-01-18,773,46,4,0
2586,2022-07-28,1137,87,1,10
2587,2023-03-08,864,13,4,5
2588,2023-01-24,1060,16,3,5
2589,2023-07-14,79,94,2,10
2590,2022-08-12,674,40,1,15
2591,2022-01-03,312,72,3,0
2592,2023-01-07,204,81,4,10
2593,2023-11-18,985,30,3,15
2594,2023-03-22,17,81,1,5
2595,2023-09-03,476,99,3,0
2596,2022-04-26,1017,65,4,5
2597,2022-09-27,210,113,5,0
2598,2023-03-23,499,58,2,0
2599,2023-01-03,429,88,2,5
2600,2022-09-10,1102,48,5,10
2601,2022-11-13,1104,49,1,0
2602,2023-02-19,58,89,3,10
2603,2022-04-05,1159,2,3,40
2604,2022-01-24,994,89,5,30
2605,2023-09-20,522,14,5,20
2606,2023-10-25,581,103,4,5
2607,2022-02-19,899,115,4,0
2608,2023-05-17,1107,97,2,20
2609,2023-05-13,621,17,1,0
2610,2022-12-01,1068,31,1,0
2611,2022-03-20,966,10,5,10
2612,2023-08-05,910,70,2,0
2613,2022-01-27,493,103,2,20
2614,2022-09-28,499,89,4,15
2615,2023-07-16,1042,102,3,15
2616,2022-09-04,605,37,1,20
2617,2023-08-14,948,64,2,0
2618,2023-01-22,294,30,4,15
2619,2023-07-13,1172,34,4,5
2620,2022-12-27,172,18,4,15
2621,2023-05-03,531,88,3,0
2622,2022-12-18,1144,63,2,15
2623,2022-09-13,66,49,5,40
2624,2022-08-10,141,56,5,0
2625,2022-01-01,446,91,4,0
2626,2023-06-30,189,58,4,0
2627,2023-03-22,158,27,3,5
2628,2022-03-20,670,55,4,5
2629,2022-08-24,246,103,2,20
2630,2022-11-30,856,85,4,10
2631,2022-12-15,944,19,4,10
2632,2022-04-08,748,103,2,15
2633,2022-03-23,1057,23,1,5
2634,2023-05-17,330,103,5,5
2635,2023-04-22,512,112,4,15
2636,2023-07-04,850,108,2,15
2637,2022-01-14,1095,47,5,0
2638,2023-01-27,79,79,3,0
2639,2022-12-13,169,107,1,0
2640,2022-11-06,810,66,4,5
2641,2023-01-21,983,99,1,5
2642,2022-07-28,180,51,4,15
2643,2022-12-23,260,84,4,20
2644,2023-08-24,1029,28,4,0
2645,2023-07-22,297,57,1,10
2646,2022-04-04,620,58,3,5
2647,2022-04-03,855,15,2,10
2648,2022-12-06,360,16,2,10
2649,2023-08-20,117,97,3,20
2650,2023-03-21,357,47,3,0
2651,2022-01-22,957,63,4,0
2652,2022-10-18,439,12,4,10
2653,2023-04-30,1139,103,2,5
2654,2022-11-02,522,103,4,0
2655,2023-09-26,199,43,4,0
2656,2022-05-08,1074,84,3,10
2657,2023-09-17,1166,29,1,5
2658,2022-09-30,670,107,5,40
2659,2023-03-18,1054,49,5,5
2660,2023-05-18,1106,3,4,0
2661,2022-05-10,31,112,4,10
2662,2022-05-12,1008,69,5,0
2663,2023-08-20,333,60,3,10
2664,2023-04-27,660,66,5,10
2665,2023-01-25,177,87,5,10
2666,2023-08-16,370,90,5,15
2667,2022-11-21,547,26,4,0
2668,2022-03-10,535,71,4,30
2669,2023-10-22,1130,74,5,15
2670,2023-03-24,97,69,4,5
2671,2023-06-12,230,47,5,0
2672,2023-09-09,227,76,3,5
2673,2022-06-14,371,96,4,5
2674,2023-05-03,1124,42,1,10
2675,2023-03-02,55,31,4,0
2676,2023-11-28,424,22,3,30
2677,2022-09-22,315,17,3,0
2678,2023-09-04,1152,84,4,5
2679,2022-12-08,32,20,2,0
2680,2022-10-05,93,107,5,5
2681,2023-11-05,519,8,5,20
2682,2023-03-15,853,111,3,10
2683,2022-06-06,752,98,4,0
2684,2023-02-26,1130,49,2,20
2685,2022-09-08,416,87,1,20
2686,2023-09-01,557,38,5,15
2687,2023-06-14,366,53,2,20
2688,2022-11-23,599,28,5,10
2689,2022-04-07,331,77,4,10
2690,2023-05-28,689,29,5,5
2691,2022-08-04,11,72,1,0
2692,2022-05-12,818,11,4,10
2693,2022-09-17,419,47,3,20
2694,2022-05-05,1146,45,2,10
2695,2022-03-23,911,18,5,30
2696,2022-10-10,348,50,4,5
2697,2023-11-14,958,89,4,15
2698,2022-02-28,412,49,5,10
2699,2023-06-28,153,22,3,15
2700,2022-06-10,92,45,5,10
2701,2022-10-11,331,61,3,0
2702,2022-04-16,955,99,5,0
2703,2022-04-15,970,93,4,40
2704,2023-03-15,554,21,1,0
2705,2022-08-16,930,120,1,10
2706,2023-12-01,194,71,4,5
2707,2023-08-05,530,61,1,5
2708,2022-11-14,845,76,3,15
2709,2023-04-09,639,36,4,15
2710,2023-08-22,478,24,3,30
2711,2023-04-17,480,32,4,5
2712,2022-02-25,288,91,3,10
2713,2023-09-17,698,96,3,20
2714,2022-01-13,695,59,1,40
2715,2023-03-16,540,96,4,30
2716,2022-01-18,330,96,5,15
2717,2023-11-25,470,90,1,0
2718,2022-04-23,849,75,3,0
2719,2022-08-17,534,110,3,20
2720,2022-06-20,467,82,5,20
2721,2022-10-22,977,103,5,15
2722,2022-07-08,420,5,3,5
2723,2023-03-02,1146,16,5,10
2724,2022-03-20,762,11,2,5
2725,2023-10-20,1006,118,1,10
2726,2022-07-01,891,35,4,5
2727,2023-05-14,308,112,5,30
2728,2022-03-12,924,75,5,0
2729,2022-09-05,334,42,2,10
2730,2022-05-26,954,87,4,5
2731,2023-09-10,1022,119,2,15
2732,2022-10-23,789,98,4,10
2733,2023-08-05,832,112,1,30
2734,2023-04-15,844,81,5,0
2735,2023-05-21,250,10,1,0
2736,2022-07-12,1119,82,4,15
2737,2022-03-09,184,108,5,5
2738,2023-05-09,799,8,2,0
2739,2022-02-21,186,26,3,10
2740,2022-12-29,1093,3,2,15
2741,2023-04-19,838,59,3,0
2742,2023-06-05,627,116,2,5
2743,2023-03-07,859,88,4,20
2744,2022-10-25,8,3,1,10
